"rep","variable","true","mean","sd","q5","q95","rhat","ess_bulk","ess_tail","bias","rel_bias_pct","covered"
1,"t0_mean",0.225545351802801,0.221441736711433,NA,0.217537763028922,0.225299673567226,NA,NA,NA,-0.004103615091368,-1.81941904746318,NA
2,"t0_mean",0.225545351802801,0.231974670423685,NA,0.228445131389483,0.235360363831909,NA,NA,NA,0.00642931862088394,2.8505657817791,NA
3,"t0_mean",0.225545351802801,0.22819531661188,NA,0.22410866748896,0.23192478969052,NA,NA,NA,0.00264996480907911,1.17491439654941,NA
4,"t0_mean",0.225545351802801,0.222864735687379,NA,0.219260605331072,0.226416300838541,NA,NA,NA,-0.0026806161154225,-1.18850426044968,NA
5,"t0_mean",0.225545351802801,0.215817051689008,NA,0.212350581368935,0.219238138914766,NA,NA,NA,-0.00972830011379353,-4.31323458277215,NA
6,"t0_mean",0.225545351802801,0.213815059919103,NA,0.209965617047946,0.217495991942101,NA,NA,NA,-0.0117302918836981,-5.20085729541177,NA
7,"t0_mean",0.225545351802801,0.227909150890636,NA,0.224058080157727,0.231512598410398,NA,NA,NA,0.00236379908783485,1.04803715480759,NA
8,"t0_mean",0.225545351802801,0.224871407036276,NA,0.220721544980573,0.228604049448967,NA,NA,NA,-0.000673944766525547,-0.29880676375667,NA
9,"t0_mean",0.225545351802801,0.226216085711341,NA,0.222539405927331,0.229777407856123,NA,NA,NA,0.000670733908539806,0.297383166258395,NA
10,"t0_mean",0.225545351802801,0.219836104175663,NA,0.215584128556413,0.223938628520394,NA,NA,NA,-0.00570924762713787,-2.53130804137767,NA
1,"sv_mean",0.5,0.520660252106355,NA,0.4167956022,0.617340612615,NA,NA,NA,0.020660252106355,4.132050421271,NA
2,"sv_mean",0.5,0.447366748505505,NA,0.35308463973,0.53806610982,NA,NA,NA,-0.052633251494495,-10.526650298899,NA
3,"sv_mean",0.5,0.502308857517785,NA,0.397365715075,0.6081550733,NA,NA,NA,0.00230885751778498,0.461771503556996,NA
4,"sv_mean",0.5,0.572335565648,NA,0.48048189756,0.660464454605,NA,NA,NA,0.072335565648,14.4671131296,NA
5,"sv_mean",0.5,0.42390087098226,NA,0.3248328755595,0.520957303255,NA,NA,NA,-0.07609912901774,-15.219825803548,NA
6,"sv_mean",0.5,0.4798060397266,NA,0.3839246237485,0.57458182294,NA,NA,NA,-0.0201939602734,-4.03879205468,NA
7,"sv_mean",0.5,0.53657887601476,NA,0.43922789893,0.632004581715,NA,NA,NA,0.03657887601476,7.31577520295199,NA
8,"sv_mean",0.5,0.47792589141585,NA,0.369692935255,0.580878350485,NA,NA,NA,-0.02207410858415,-4.41482171683,NA
9,"sv_mean",0.5,0.426011651993415,NA,0.32464635995,0.524867443505,NA,NA,NA,-0.073988348006585,-14.797669601317,NA
10,"sv_mean",0.5,0.51098094558905,NA,0.412096412535,0.6080344093,NA,NA,NA,0.01098094558905,2.19618911781001,NA
1,"alpha_mean",1.8,1.80902126072498,NA,1.77701881538347,1.8424253171281,NA,NA,NA,0.00902126072498111,0.501181151387839,NA
2,"alpha_mean",1.8,1.7785005993027,NA,1.75102832894258,1.80975394787737,NA,NA,NA,-0.0214994006973008,-1.19441114985005,NA
3,"alpha_mean",1.8,1.82033138952248,NA,1.78781848240079,1.85478767058154,NA,NA,NA,0.020331389522475,1.1295216401375,NA
4,"alpha_mean",1.8,1.79088423374231,NA,1.75907726453347,1.82259057270755,NA,NA,NA,-0.00911576625769284,-0.506431458760713,NA
5,"alpha_mean",1.8,1.77355799595389,NA,1.74522497264417,1.80189933928637,NA,NA,NA,-0.0264420040461135,-1.46900022478408,NA
6,"alpha_mean",1.8,1.82649259989021,NA,1.79539718718727,1.8587474805054,NA,NA,NA,0.0264925998902052,1.4718111050114,NA
7,"alpha_mean",1.8,1.78200939130858,NA,1.7507322532103,1.81528150110555,NA,NA,NA,-0.0179906086914192,-0.999478260634401,NA
8,"alpha_mean",1.8,1.79318237158509,NA,1.76369614248835,1.8257126019115,NA,NA,NA,-0.00681762841490952,-0.37875713416164,NA
9,"alpha_mean",1.8,1.78294131518882,NA,1.75275548538227,1.8132024089509,NA,NA,NA,-0.0170586848111822,-0.947704711732346,NA
10,"alpha_mean",1.8,1.84445996005306,NA,1.81115665697688,1.88005617980463,NA,NA,NA,0.0444599600530602,2.46999778072557,NA
