"rep","subj","t0_mean","t0_q05","t0_q95","sv_mean","sv_q05","sv_q95","alpha_mean","alpha_q05","alpha_q95","t0_true","alpha_true","sv_true","t0_covered","sv_covered","alpha_covered"
1,84,0.230503859771093,0.223216397329474,0.237409907167519,0.532316463525,0.3409619575,0.746595009,1.86423061177439,1.7380000869742,1.99480877237687,0.202520432663394,1.92765082834012,0.5,FALSE,TRUE,TRUE
1,85,0.215262214214532,0.208477285396389,0.222130296590222,0.516296405905,0.332631039,0.7098883395,1.74387464440179,1.62258017225013,1.86817347612139,0.210058917717252,1.60494205179413,0.5,TRUE,TRUE,FALSE
1,86,0.229122635742036,0.221223604638697,0.236484857727457,0.481454905423,0.29005294,0.664748325,1.8833046324034,1.74701648902887,2.02100632857144,0.196391422283191,2.04575997587575,0.5,FALSE,TRUE,FALSE
1,87,0.243982365050668,0.236383427493295,0.252244125162405,0.501610235505,0.3139156025,0.6886314015,1.87648107219044,1.73616229551846,2.02665207095305,0.226832234600415,1.88347402641562,0.5,FALSE,TRUE,TRUE
1,88,0.30619814660492,0.294965571982852,0.316131464990704,0.54513070215,0.3727996465,0.7330748585,2.17199258679005,2.01784615235481,2.32622242547255,0.218019504435919,2.44082355356284,0.5,FALSE,TRUE,FALSE
1,89,0.204146118683657,0.197760045630628,0.210175894321111,0.483422462105,0.3083619315,0.6518607125,1.87350838989636,1.73626568560708,2.02984606530126,0.153616444777101,2.03399437147722,0.5,FALSE,TRUE,FALSE
1,90,0.173908463265648,0.168150231976785,0.179404429915063,0.525329766035,0.3374116635,0.729983858,1.72041617866669,1.59937450732303,1.85199985143082,0.157351820904482,1.8058775558816,0.5,FALSE,TRUE,TRUE
1,91,0.222211221633408,0.213663449896517,0.229438177261425,0.48725016759,0.301674005,0.6642750145,1.8246481885131,1.70168252558453,1.95556059891851,0.197989999736675,1.70257386739498,0.5,FALSE,TRUE,TRUE
1,92,0.191752318124342,0.18513721720043,0.197575573999278,0.530777293615,0.3313712595,0.75028766,1.57501993371605,1.47358932520444,1.68264255809041,0.185788816454868,1.58389116234898,0.5,TRUE,TRUE,TRUE
1,93,0.239969765736183,0.232761344429998,0.248100548449839,0.507469032405,0.3202368025,0.7047178525,1.70780228004729,1.59162279458855,1.83286323353277,0.234226008340345,1.47571443173046,0.5,TRUE,TRUE,FALSE
1,94,0.268133189061472,0.259353075625308,0.277077600360825,0.501563597245,0.312550055,0.6876688055,1.96916182809565,1.83752709332909,2.10756668359962,0.234794798126673,2.16406079063923,0.5,FALSE,TRUE,FALSE
1,95,0.239827100969098,0.2321662345843,0.247615354924361,0.516527237605,0.328433596,0.718525135,1.74556950489005,1.62208736465443,1.87322080356993,0.188030582410882,1.75959000005791,0.5,FALSE,TRUE,TRUE
1,96,0.203915197597549,0.197634436398503,0.21017934274122,0.53210903439,0.3479071265,0.740145305,1.69023877418186,1.57556512904488,1.81548679475352,0.194882000173247,1.55824149052732,0.5,FALSE,TRUE,FALSE
1,97,0.189844214163625,0.183203063460177,0.195620256723297,0.54319235526,0.352354847,0.771133291,1.85462426401569,1.73295148042078,1.98552329419983,0.142153748668135,2.1767889787738,0.5,FALSE,TRUE,FALSE
1,98,0.27123601914022,0.263046010503918,0.280258842653062,0.53264694355,0.325790078,0.757702863,1.78549472239871,1.665109853669,1.90616337554645,0.240540713628491,1.94410782965116,0.5,FALSE,TRUE,FALSE
1,99,0.265100298362143,0.257189487874378,0.272926265322028,0.50143117357,0.3000973125,0.701150566,1.79366001972722,1.67283698447525,1.92192286218503,0.224512867978735,1.89740555256913,0.5,FALSE,TRUE,TRUE
1,100,0.186802739449797,0.18099313481937,0.192645812142592,0.521670585905,0.3278394845,0.7292972075,1.68608169893962,1.56677450163194,1.81205040756197,0.175365034990701,1.68701653661731,0.5,FALSE,TRUE,TRUE
