"participant","tau_mean","tau_lo95","tau_hi95"
69,0.1028985480105,0.096805438975,0.10796009475
70,0.103192874825833,0.096427372825,0.10894889825
71,0.12684911351,0.12074908875,0.132146154
72,0.140754342791667,0.1337642235,0.1462070935
73,0.142347857306667,0.13482851575,0.148770885
74,0.119438975298333,0.1130192905,0.12451349725
75,0.158533573823334,0.15264705375,0.1634904295
76,0.126186115416666,0.1180588035,0.13313670525
77,0.12303332327,0.11400568775,0.13054236375
78,0.104795861654167,0.09851980105,0.110056755
79,0.114111019526667,0.10779800375,0.11928210725
80,0.15158289678,0.14346190475,0.15841215775
81,0.104261357569666,0.097554412,0.10981698775
82,0.137359685738333,0.12932793725,0.14424325475
83,0.108545351999833,0.101934162,0.114164336
84,0.1067899252515,0.10028762325,0.11191332675
85,0.106256834374667,0.099919781775,0.11162947475
86,0.15344831866,0.146268727,0.15955214225
87,0.130567297926667,0.122974734,0.13709943375
88,0.146928338181667,0.14085889125,0.15194229825
89,0.153679783093333,0.1475792925,0.15879059925
90,0.162230550171666,0.15500086325,0.16833268825
91,0.154786865305,0.149116585,0.15953098075
92,0.118228190166666,0.11175173225,0.123673502
93,0.109679985194167,0.1044075165,0.113688184
94,0.121112406063333,0.1150835475,0.12617953125
95,0.14183740137,0.1341178765,0.1481508865
96,0.149992510021667,0.141530963,0.157025277
97,0.160696318901666,0.153348318,0.16653908125
98,0.164473660855001,0.1589684095,0.169019197
99,0.19654026009,0.18690050875,0.20447178125
100,0.125823086328333,0.11995260825,0.13058587875
101,0.093849977863,0.0849943641,0.10140421575
102,0.19176228771,0.1850155185,0.19751588575
103,0.152590381993334,0.14640289625,0.157843591
104,0.150969133111667,0.141803827,0.15896228675
105,0.101037071704166,0.093456671925,0.10746261025
106,0.130495243868333,0.1214051515,0.138024993
107,0.161161418203333,0.1546019715,0.1664991545
108,0.103566575487,0.096492283275,0.10937501975
109,0.12669416537,0.1188100365,0.13318689025
110,0.129764905765,0.122321305,0.135977502
111,0.123303217403334,0.114704139,0.13050345575
112,0.100074670801,0.0918521347,0.10698986375
113,0.138423078023333,0.1321614945,0.14369385425
114,0.1110700610245,0.10496261475,0.11603699725
115,0.16125334955,0.1548226635,0.16692474125
116,0.147064608635,0.13717301575,0.155482923
117,0.19174965145,0.1864378365,0.1962142935
118,0.117507598945,0.11152672,0.1222124695
119,0.122605454015,0.11399279875,0.12995393325
120,0.116422708783666,0.10893533525,0.12252958275
121,0.110668971557667,0.10374575225,0.1164762965
122,0.116548167023333,0.1092667835,0.122621536
123,0.101277739732833,0.09438191625,0.10718167775
124,0.127780180445,0.1198922035,0.1344997985
125,0.152455096778333,0.14759455125,0.15645882
126,0.14570889216,0.14037132575,0.15017733925
127,0.129096934293334,0.121308495,0.135475653
128,0.172476094873333,0.165876803,0.17812430025
129,0.146478810343333,0.13971616325,0.15205660225
130,0.127853017638333,0.12160641525,0.13307627325
131,0.0915048036365001,0.082645779075,0.0993070106
132,0.166594852486667,0.16053073,0.17181102725
133,0.125458395878333,0.11909598525,0.130910756
134,0.101226368598333,0.093648982825,0.1073794955
135,0.187008827873333,0.1770857865,0.19544088475
136,0.138708705291667,0.132564874,0.1435601365
137,0.130677577611666,0.12376920325,0.13647117525
138,0.105710582121333,0.098131639475,0.112207892
139,0.153740004443333,0.1471014815,0.15934520775
140,0.180714815720001,0.17339935975,0.1868213535
141,0.193847209616666,0.18901441525,0.197911135
142,0.100156565155666,0.091604648225,0.107295484
143,0.161565256180001,0.1553857605,0.1666602955
144,0.12538856107,0.1183443485,0.1312760305
145,0.121259048565,0.115545545,0.1257977935
146,0.203367020371666,0.19784244525,0.2079209215
147,0.137476756495,0.13060939775,0.1432126445
148,0.126261015893333,0.12006604025,0.13131499525
149,0.103365912181667,0.096638465475,0.10912786925
150,0.131102484035,0.125015418,0.13601581675
151,0.1063217286,0.099944312775,0.11147903225
152,0.102215559431833,0.09388315325,0.109052451
153,0.0952431569524999,0.087103394475,0.101947088
154,0.136015563018333,0.1305086525,0.14055349675
155,0.13627989056,0.1312424755,0.1404180815
156,0.146633898376667,0.139718393,0.15239243275
157,0.145135466053333,0.13976736675,0.14954920025
158,0.102575322022833,0.094531300975,0.1092054235
159,0.138737222418334,0.1332425655,0.1432408235
160,0.164139784616667,0.1572620795,0.16990579225
161,0.143997365636666,0.136648947,0.1501493435
162,0.116133201461667,0.1113886445,0.1198773955
163,0.143712913756667,0.13870551475,0.147648799
164,0.1070868070125,0.0967011555,0.11594801875
165,0.172477461398333,0.16368703125,0.18004088225
166,0.199802068893333,0.19304116375,0.2053981105
167,0.126630293425,0.12091305,0.1312760985
168,0.105182777060333,0.09908052205,0.1099947045
169,0.114215870553333,0.10664619225,0.12051369375
170,0.14126722522,0.13461867425,0.14707422075
171,0.178293495553333,0.17159461675,0.1840554315
172,0.168300356561666,0.16072949325,0.17496104875
173,0.111273749590334,0.1039314235,0.11751328325
174,0.175808981281666,0.1698096655,0.18088011175
175,0.132116805499999,0.12582257575,0.137230408
176,0.125622952745,0.119538692,0.130856317
177,0.0977258516464999,0.0905456913,0.10384632125
178,0.113114543992333,0.1061042125,0.118850936
179,0.154219477536667,0.14733792175,0.160040436
180,0.155560707865,0.148212726,0.16196275475
181,0.170966166435,0.164064715,0.17689041025
182,0.107492383961,0.10078195575,0.11300734125
183,0.157822949256666,0.151327858,0.16361706425
184,0.112225629323333,0.106726997,0.1168174065
185,0.108014544323,0.1003627325,0.11436179575
186,0.14627541393,0.13941551475,0.1518447515
187,0.174706916369999,0.1681399255,0.1800474095
188,0.202395606773333,0.1906262195,0.21193688025
189,0.11807502663,0.111342711,0.12367832875
190,0.120474133226667,0.1133312425,0.12658165775
191,0.0971378540143332,0.089832673325,0.1031921755
192,0.18567131022,0.180722767,0.18976492375
193,0.11935561762,0.11153218875,0.12601069775
194,0.18011150898,0.1721324855,0.187003048
