"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"lp__",-4379.84851725,-4379.59195,23.182024007718,24.1654904400005,-4417.939075,-4341.8287,1.0002588190779,478.895374784797,838.488226113489
"beta_nu[1]",1.1152244206,1.11546025,0.0349603690976182,0.0352500752099999,1.05712409,1.173519645,0.999330240045501,2045.23908663361,1813.82698368284
"beta_nu[2]",0.64211473266,0.644413235,0.0664924879615269,0.064176802116,0.5352767325,0.749729421,1.00047908320027,633.856217636552,1023.6715972401
"beta_nu[3]",0.45264032189,0.45343685,0.0399529509031203,0.038200041495,0.3863549585,0.518723316,1.00272919877942,1195.56327530949,1298.0053770252
"beta_nu[4]",0.2252722213745,0.22513733,0.0418066007365125,0.042002361933,0.1574036505,0.294632878,1.00113036126298,1336.17431749733,1550.32719571678
"beta_alpha1",0.573068251015,0.572690125,0.0121675380802993,0.012037726071,0.5538059935,0.593386893,1.00074057552617,1672.33736425454,1556.29980520751
"beta_alpha2",0.02782665051245,0.0279707285,0.00632575501446978,0.0064130278128,0.01741180735,0.03786237605,1.00102412980085,3702.29527126614,1293.63997700078
"beta_alpha3",0.050344356837,0.0503616435,0.00549603600002236,0.0054029828412,0.04118512615,0.0594798906,1.00040828183431,3090.80634187913,1518.3395039633
"beta_tau",1.2326344275,1.23279585,0.0412006761101223,0.04126943121,1.164724835,1.298417925,1.00259257132448,2127.14644182361,1572.24878859249
"sigma_nu_c",0.602593654405,0.599061295,0.0495069464985983,0.0486481609110001,0.526315223,0.6877418755,1.00132710288256,923.317454709519,1463.14655633097
"sigma_nu_r",0.321899779455,0.320649895,0.0309775329319677,0.030175735863,0.2733345385,0.375910063,1.00085347289945,715.791981495395,1075.86911689914
"sigma_nu_cr",0.359876631315,0.35752434,0.0348978276558225,0.035305101909,0.3065711395,0.419567173,1.00125335426355,1109.86346569858,1370.49526053517
"sigma_alpha_intercept",0.0705383293485,0.0702817095,0.00755837670023547,0.0075066469464,0.0584453116,0.08349375665,0.999891499803136,1117.91932755591,1525.44297888364
"sigma_tau_intercept",0.04771942058715,0.045149933,0.0250268656826319,0.0258376000785,0.0115322643,0.0919771888,1.00043871625321,1529.9288082741,1266.37938460587
"z_nu_c[1]",-0.23218477987421,-0.237848395,0.345861925117376,0.3470957225295,-0.7944818815,0.3351396185,0.9996724794884,2336.80729014464,1387.01362364174
"z_nu_c[2]",-0.7780685539628,-0.7768662,0.361807034005603,0.362639786481,-1.380277915,-0.2062894095,1.00176791966866,2810.89034299922,1369.49180843191
"z_nu_c[3]",0.065037289927295,0.054948855,0.3997333060016,0.391303077606,-0.585232497,0.720712283,1.00146618516207,3101.92770112499,1343.1744983404
"z_nu_c[4]",-0.34623294571575,-0.345032075,0.430656258556454,0.417860520756,-1.073853375,0.3783174415,1.00320978860432,2791.35039774869,1558.79261806175
"z_nu_c[5]",1.88434337779,1.8644012,0.343908413926622,0.3522709491,1.356811205,2.46681409,1.00201961247117,1969.54205695908,1603.31610088217
"z_nu_c[6]",0.567542346636995,0.567922645,0.318436506684184,0.312639909498,0.04797785325,1.090796575,1.00016289137434,2172.81999873208,1675.2842783579
"z_nu_c[7]",-0.96062330630445,-0.948490975,0.364450355374437,0.372517230918,-1.568636025,-0.3802944795,1.00192325223612,2220.50178889869,1315.59494270605
"z_nu_c[8]",-0.65011517104625,-0.655615755,0.326970225033651,0.325383145605,-1.193213045,-0.1221674175,1.00007329643232,2313.16423471864,1446.44212731594
"z_nu_c[9]",0.25273130382145,0.25696357,0.389651515339187,0.38868694347042,-0.4010572225,0.887749313,0.9998858014787,2785.66524267541,1906.58602307564
"z_nu_c[10]",-0.39303627998692,-0.394388445,0.323613958207569,0.321228003432,-0.9340654905,0.1467952735,1.00008508863864,2349.75874343355,1596.19077778627
"z_nu_c[11]",1.61678247536,1.61072925,0.310155638133457,0.30650575578,1.124693045,2.129984145,1.00010983011179,1527.67017358955,1488.2823227128
"z_nu_c[12]",0.59722223510886,0.60568103,0.309519630901739,0.312201378657,0.09199060845,1.115103295,1.00198430132769,2073.02358302351,1218.30741778047
"z_nu_c[13]",-0.11447969087246,-0.116984865,0.318895634063667,0.3168732098952,-0.6327076435,0.414790673,1.00381660538873,1893.80397483607,1322.4609599359
"z_nu_c[14]",-0.130670082024345,-0.136707035,0.292727059535218,0.2912787917991,-0.6119905505,0.354015588,1.00014709147732,2254.51636732323,1570.27714742972
"z_nu_c[15]",0.05616160906281,0.055923867,0.286281548885398,0.282449666394,-0.411416953,0.5128414015,0.999804243183506,2230.47960092423,1456.96961675117
"z_nu_c[16]",1.02853251664,1.0248103,0.29897532740173,0.301471491111,0.547849763,1.53393822,1.00215904285278,1855.65754524823,1522.24663221009
"z_nu_c[17]",-0.26939410116682,-0.261374085,0.351041331539204,0.344184752331,-0.8797937875,0.3118961,1.00031415171498,2390.91723352093,1513.21032770453
"z_nu_c[18]",-0.06084376958775,-0.054939539,0.302763763615585,0.3001764755934,-0.5445680585,0.431571296,1.00119451795346,2137.15926673862,1464.23450170816
"z_nu_c[19]",-0.77493222617675,-0.76874029,0.346709330048578,0.350614454946,-1.336925435,-0.2222202855,1.0033700695827,2508.05112072722,1434.96894238793
"z_nu_c[20]",-0.614341964141345,-0.615383555,0.337977507063663,0.320631175389,-1.20323526,-0.0732964950000001,1.00098480781633,2511.31097201831,1376.05531510746
"z_nu_c[21]",-1.109044185871,-1.1033982,0.367446555482234,0.359743564446,-1.735368945,-0.5105584465,1.00232554860995,2830.00862674091,1629.53235337901
"z_nu_c[22]",0.41318669472625,0.412613545,0.333641342529291,0.33322658145,-0.135561708,0.96381696,1.00124568921881,2285.87021882891,1543.69279319257
"z_nu_c[23]",-0.198177662541845,-0.19338398,0.331000392155576,0.3352960441971,-0.747680401,0.333599526,1.00466861151928,2387.1972330487,1515.68747956023
"z_nu_c[24]",-0.39528075093387,-0.399736055,0.338668567280878,0.349801523127,-0.957867843,0.1592687055,0.99945738095686,2811.88057301037,1238.82452540853
"z_nu_c[25]",0.411469573935005,0.40677843,0.287204486701665,0.284246021619,-0.0575556836,0.8886198105,1.00023580344527,2016.12354567135,1579.69510523137
"z_nu_c[26]",-1.262121237225,-1.25708555,0.29999142948531,0.29925977067,-1.775733075,-0.7831468725,1.00278129082313,2110.5851562664,1474.61371704573
"z_nu_c[27]",0.27797116359974,0.277448845,0.362710790809818,0.3591605275482,-0.312013143,0.890933493,1.0020748507725,2361.03296952182,1517.06689959926
"z_nu_c[28]",0.5126201766839,0.504324945,0.294234079703262,0.290814006336,0.0366065823,1.00332773,1.0033920529874,2480.75235349296,1593.68882542028
"z_nu_c[29]",0.913828102055,0.90499778,0.290672804805249,0.29143001181,0.439138496,1.40649749,1.00065294064429,2094.34875359662,1580.95585319732
"z_nu_c[30]",-0.8067103451576,-0.811293055,0.333878949635131,0.344308341867,-1.3593087,-0.2519190135,1.00038060177888,3090.47369955868,1478.52018040274
"z_nu_c[31]",-0.96202022457275,-0.957302095,0.340641798803802,0.339314292723,-1.52750274,-0.4294045015,0.999717016839711,2360.29265268032,1400.07084615415
"z_nu_c[32]",-0.022847463546335,-0.02152145,0.301247570980814,0.306948630639,-0.507242386,0.4706549445,1.00002261478912,2111.53558202121,1661.76872363422
