"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"lp__",-4691.76207165,-4690.7452,23.395291811863,23.1628080599997,-4731.4086,-4654.00662,1.00312740011631,539.389076668476,999.359829258979
"beta_nu[1]",1.1469000199,1.14537275,0.0404791238837838,0.0393963885,1.083087555,1.216547295,1.00080618329481,923.588005137979,1171.51533247847
"beta_nu[2]",0.708429939115,0.70834294,0.0510925855078934,0.050829273075,0.624473478,0.793221072,1.00262461921572,455.383708182606,794.387466275496
"beta_nu[3]",0.513571541615,0.51326152,0.035866056234428,0.036988927794,0.4565252065,0.5729725995,1.00041629456052,799.090884146143,1124.88990461433
"beta_nu[4]",0.2132990105665,0.213441325,0.0409235493967736,0.039864845622,0.1456535125,0.2803188605,0.999861479653926,659.367693213879,892.85290854934
"beta_alpha1",0.594338822325,0.59386642,0.0148067162115598,0.014536062744,0.5701041585,0.619155114,1.00169041372185,641.782063413855,1048.03254785471
"beta_alpha2",0.021435494141385,0.0214283825,0.00604713779988021,0.0062237413056,0.0115039557,0.0314454911,0.999870369238087,3117.46586089098,1605.74933086145
"beta_alpha3",0.0510026631375,0.050896897,0.00571603410736731,0.00566624886450001,0.04139002935,0.0602133861,1.00174769408364,2532.65310381082,1661.69100322801
"beta_tau",1.1440445353,1.1451488,0.0436129836081027,0.0434183116499999,1.069075605,1.213604665,1.00410308517666,1063.60034120793,975.522282002034
"sigma_nu_c",0.422823462485,0.419882765,0.0386212653010026,0.03883470549,0.363348809,0.488389032,1.0000337574185,636.168026159911,874.588887771066
"sigma_nu_r",0.298164314665,0.29582656,0.0296142797744504,0.028495104981,0.2523258775,0.348878029,1.00003777479577,557.038325616638,860.611339549371
"sigma_nu_cr",0.32679303047,0.326343555,0.0337678650996031,0.033680439177,0.2731007775,0.385470887,1.00111304068401,618.866617832034,1076.24507955978
"sigma_alpha_intercept",0.093851101405,0.0933400615,0.00902471740892657,0.009173268741,0.07950421385,0.109191534,0.999843462417722,684.648380533709,1271.45531632132
"sigma_tau_intercept",0.07722468954245,0.0748808835,0.038062412855348,0.0408146392122,0.0197588637,0.1440960855,1.0025413452803,536.820435552514,934.685603512623
"z_nu_c[1]",0.39772722415291,0.372759555,0.604166844488576,0.5948905101552,-0.5625986185,1.4132332,1.00130488850506,1650.33293066983,1727.88013455325
"z_nu_c[2]",-0.7798925380314,-0.77375742,0.433688655951028,0.433882289547,-1.485395915,-0.0821858988,1.00403630566551,1682.22547650624,1107.25315581679
"z_nu_c[3]",-1.5949459527133,-1.59078375,0.598816178065364,0.58928168313,-2.56957464,-0.6028825595,1.00128710431628,1470.15510953184,1460.28663410969
"z_nu_c[4]",0.9218045773942,0.921990495,0.435385936288061,0.432248041806,0.2033822355,1.66332349,1.00012054115519,1737.77539671018,1210.52923278285
"z_nu_c[5]",0.330656649308035,0.32986044,0.413611891625397,0.3993324767103,-0.337720437,1.01474178,1.00065216567076,1491.28464897173,1349.25989876439
"z_nu_c[6]",0.71578760904765,0.708093245,0.412466669158328,0.418286405019,0.03659692545,1.39977332,1.00085412823544,2012.459067329,1733.74141639318
"z_nu_c[7]",-0.37426594713937,-0.370425605,0.423071816149452,0.4100250679707,-1.056274425,0.3168343835,1.00072518968305,1438.01164594992,1339.12301510536
"z_nu_c[8]",-0.135848485360156,-0.136263845,0.425050712463285,0.406746017118,-0.8336252865,0.5716788825,1.00398203297404,1721.52592777556,1320.41195437595
"z_nu_c[9]",-1.558465505265,-1.5591921,0.464060391167683,0.45148676349,-2.339576105,-0.8075387335,0.99974802654117,1902.26571699451,1198.67071155266
"z_nu_c[10]",0.00865004959209999,-0.00074002332,0.412521684946214,0.386719211991,-0.6640588075,0.7100920045,1.0002671565699,1880.25847969252,1618.06426558095
"z_nu_c[11]",-0.9544128128262,-0.94965168,0.478096524422473,0.473077229772,-1.716859415,-0.2003125055,1.00310233533767,1710.54605264831,1443.83739390798
"z_nu_c[12]",0.9615332307815,0.957897655,0.341853413158158,0.34706012901,0.4134254555,1.521073225,0.999599989789442,1603.26934778697,1499.63278293438
"z_nu_c[13]",0.33657566732957,0.341131595,0.363576524188488,0.3712690092216,-0.256094206,0.9547741265,1.00085468935073,2050.77045807795,1490.90294128455
"z_nu_c[14]",-0.418704390017695,-0.411074045,0.372992866024246,0.363103892172,-1.048776035,0.199418919,0.999450450692392,1872.75701050321,1683.55951415775
"z_nu_c[15]",0.25424946321974,0.23926014,0.469242996305316,0.4643232870129,-0.51162264,1.009485525,1.0005616103949,1920.9867195671,1566.21167324371
"z_nu_c[16]",1.470816991435,1.465575,0.412615465787093,0.4004102298,0.797081635,2.176827255,1.00059110452743,1501.20712201056,1075.94890629432
"z_nu_c[17]",-0.605336197391733,-0.593637635,0.508370210650849,0.509572095942,-1.43128567,0.207940464,1.00169945325406,1654.86418193644,1367.03837838342
"z_nu_c[18]",0.9603395758812,0.963393625,0.421940763966556,0.429005187891,0.273330347,1.66714715,1.00094554572133,1756.92924707586,1367.87727094033
"z_nu_c[19]",-1.3275146870926,-1.32128765,0.451147520538998,0.45501757539,-2.05108174,-0.586951355,1.00025290388447,1318.92464088387,1387.97358155163
"z_nu_c[20]",-1.506505809577,-1.5017305,0.504492654832298,0.5011588302,-2.38167757,-0.654342068,0.999649304082,1497.68621805049,1517.21238581569
"z_nu_c[21]",-0.42774044147868,-0.433725945,0.402241842575066,0.401343533913,-1.089990905,0.254492932,1.00055447470758,1890.53918282339,1198.86691248341
"z_nu_c[22]",0.2289682499501,0.22390615,0.449004937835317,0.431875501491,-0.5110222865,0.9923422675,0.999914226335428,1248.84118196989,1388.0378982295
"z_nu_c[23]",0.080436625227315,0.0784869305,0.488696505322584,0.488430509049,-0.722755345,0.9036835585,1.00139578340258,1982.39253626747,1375.10625943934
"z_nu_c[24]",0.29334535338507,0.3123829,0.565483557664056,0.5771166180276,-0.653349363,1.195572785,1.00281080786566,1235.2767329322,1329.06123929631
