"participant","tau_mean","tau_lo95","tau_hi95"
1,0.11121807467925,0.105207275,0.115592158
2,0.1792311421225,0.1723316455,0.1852643925
3,0.1607541946225,0.1535616075,0.1668901405
4,0.11172300356775,0.104491184,0.11750792525
5,0.113840433441,0.107680576,0.1183828605
6,0.1287847100875,0.122814218,0.1338704565
7,0.107492854378,0.09786989135,0.115562667
8,0.101129032726,0.0923499932,0.108505769
9,0.1545057191825,0.14794833575,0.1600720905
10,0.155010105987499,0.14817204775,0.16074062275
11,0.15542018134,0.15072461425,0.15876809375
12,0.1042448099365,0.09826131685,0.10909929675
13,0.140742343575001,0.130365959,0.14928647525
14,0.10420432876525,0.09279321915,0.11446615875
15,0.1591264007525,0.15391370475,0.163267029
16,0.130119427195,0.11986828225,0.138879656
17,0.1120177180775,0.1073171575,0.11567693825
18,0.1031324931365,0.0970423031,0.10830993225
19,0.1427789224375,0.13699327725,0.1471206645
20,0.18315210402,0.17597250575,0.18919724525
21,0.11230400346925,0.10375915525,0.11933140275
22,0.1709987855925,0.15956442425,0.180891508
23,0.14281832784,0.13528021625,0.14901574175
24,0.1630914366525,0.157744699,0.1674062655
25,0.1196635363225,0.11100265025,0.12704480525
26,0.1238185716175,0.11675859375,0.12993774725
27,0.15495590768,0.14804660575,0.1607980125
28,0.1370572577025,0.131874745,0.140852401
29,0.10534309272375,0.098225625925,0.11097918875
30,0.1265327912775,0.12118177275,0.13064116125
31,0.1089523086455,0.10114868675,0.11537359775
32,0.1446640183025,0.13875875875,0.14951725675
33,0.1304802919025,0.12288586125,0.137102827
34,0.100283541137,0.091809296275,0.1072862075
35,0.136900657365,0.13012878825,0.14271001
36,0.1419599088525,0.134154485,0.148702808
37,0.1187655699075,0.109993391,0.12592553025
38,0.196532008805001,0.1890505625,0.2030967725
39,0.1450306232975,0.137749294,0.151077493
40,0.14967427907,0.14232861775,0.155946438
41,0.14810004291,0.1403874715,0.154449466
42,0.1760766278725,0.167541353,0.18340877675
43,0.2038900345425,0.1892670275,0.2158415975
44,0.10210171555525,0.093183570425,0.1095292165
45,0.0708878185185,0.0580356366,0.081844877825
46,0.122465924285,0.11585314075,0.1279129325
47,0.10974088667775,0.1015781495,0.11675832775
48,0.1340788991725,0.126536261,0.1404874005
49,0.14877552793,0.14160697475,0.15475873075
50,0.14453974378,0.1396914885,0.1480957505
51,0.10966936975,0.1002129025,0.117789013
52,0.0912453227527502,0.08179543685,0.0992019489
53,0.1070362745815,0.0992471712,0.1134978145
54,0.125144134225,0.11817647575,0.131138735
55,0.1617861451825,0.15592381275,0.166411167
56,0.13717367177,0.1300575045,0.143035304
57,0.158020626814999,0.14836884475,0.166348742
58,0.17228540083,0.16399869575,0.17931348325
59,0.10882133174775,0.101423634,0.11465535325
60,0.129081274105,0.122427114,0.13479823425
61,0.106842552824,0.09981350785,0.11255281325
62,0.11043542305025,0.10352626225,0.11623783325
63,0.1463517200725,0.1391911155,0.15179209175
64,0.1347219167,0.1302837255,0.13810648675
65,0.14399771665,0.1384334325,0.14861385275
66,0.098831417641,0.090183346975,0.105901362
67,0.13652133765,0.126429099,0.14531943075
68,0.1539355044075,0.14751060975,0.15932537225
69,0.112225935175,0.107132231,0.1159879915
70,0.10053504067975,0.09268824935,0.106934976
71,0.1311144026275,0.12449941125,0.13652568075
72,0.1389169846725,0.13157870025,0.144755281
73,0.139611678965,0.131896055,0.1463311445
74,0.117852155095,0.11081176325,0.123412414
75,0.1610240061475,0.154681975,0.166316712
76,0.1218933883225,0.11330656675,0.129652557
77,0.11888824322675,0.10848726475,0.1275514555
78,0.1150802128475,0.11017012875,0.1187419895
79,0.108740426732,0.10098007525,0.11508215425
80,0.1472100237225,0.1380304805,0.15494495025
81,0.10360184214825,0.0964453657,0.10925612375
82,0.1339705864575,0.12523590675,0.14107254125
83,0.104695909273,0.0971336283,0.1112426255
84,0.109652688189,0.10260466775,0.1147344455
85,0.10263663773575,0.094788677375,0.1091065795
86,0.15390687441,0.1458529325,0.16049423775
87,0.1290183732325,0.120598134,0.13644039575
88,0.145487952545,0.1391998725,0.15081344375
89,0.153636591085,0.14728401675,0.15897089625
90,0.162000872450001,0.154357812,0.168390784
91,0.152989149695,0.1466525725,0.15832682325
92,0.11673195873175,0.1092883585,0.1227669995
93,0.1138735928875,0.109428622,0.1170778045
94,0.1204268078725,0.114364565,0.1253876605
95,0.139271747355,0.12967101925,0.1471731885
96,0.1457392447625,0.1365069175,0.15392679425
97,0.159242155675,0.151395683,0.16568146375
98,0.1656262768275,0.16007279925,0.17027943675
99,0.1888778445575,0.17609589775,0.19967972075
100,0.1240520352,0.1175545945,0.12930314975
101,0.0841596920395,0.07360973415,0.0933649935
102,0.19095802023,0.1835339825,0.19712050475
103,0.1512214552475,0.14429090025,0.1570124115
104,0.146485032315,0.1361201725,0.15512895625
105,0.0954997708185,0.086656016775,0.10299243575
106,0.1263717330725,0.11638726325,0.134571872
107,0.1601944597725,0.153200591,0.16596017875
108,0.0998795284934997,0.0920092875,0.106736772
109,0.1258542662525,0.116093468,0.1335069855
110,0.1260613675025,0.117578737,0.1331691155
111,0.11473141882925,0.10456857975,0.12353404925
112,0.0959104502072499,0.0868368523,0.10346768325
113,0.13706722044,0.13042834825,0.14274039475
114,0.1092702949625,0.102761745,0.114849026
115,0.1586073717625,0.15125286225,0.16502853875
116,0.1431224863575,0.1323641095,0.1524283915
